"location_name","location_type","location_fips_code","population","state","county","metro","year","month","rent_change_mom","rent_change_yoy","rent_change_pandemic","price_overall","price_1br","price_2br"
"Wayne County, MI","County",26163,1781641,"Michigan","Wayne County","Detroit-Warren-Dearborn, MI",2024,11,1e-04,0.0273,0.1828,1137,853,1146
"St. Tammany County, LA","County",22103,266168,"Louisiana","St. Tammany Parish","New Orleans-Metairie, LA",2024,11,-0.0175,0.0252,0.2808,1254,1044,1189
"Davidson County, TN","County",47037,709786,"Tennessee","Davidson County","Nashville-Davidson--Murfreesboro--Franklin, TN",2024,11,-0.0083,-0.0175,0.1441,1408,1263,1401
"Hamilton County, TN","County",47065,367193,"Tennessee","Hamilton County","Chattanooga, TN-GA",2024,11,-0.0028,-0.005,0.2659,1186,1067,1157
"Knox County, TN","County",47093,481406,"Tennessee","Knox County","Knoxville, TN",2024,11,-0.0031,0.0055,0.5478,1236,999,1241
"Montgomery County, TN","County",47125,222305,"Tennessee","Montgomery County","Clarksville, TN-KY",2024,11,-0.0096,0.068,0.4817,1202,909,1064
"Rutherford County, TN","County",47149,343727,"Tennessee","Rutherford County","Nashville-Davidson--Murfreesboro--Franklin, TN",2024,11,-0.0029,0.0134,0.3206,1417,1150,1339
"Shelby County, TN","County",47157,926440,"Tennessee","Shelby County","Memphis, TN-MS-AR",2024,11,-0.0132,0.0059,0.2296,1142,953,1075
"Sumner County, TN","County",47165,196845,"Tennessee","Sumner County","Nashville-Davidson--Murfreesboro--Franklin, TN",2024,11,5e-04,-0.0067,0.3309,1259,1082,1262
"Williamson County, TN","County",47187,248897,"Tennessee","Williamson County","Nashville-Davidson--Murfreesboro--Franklin, TN",2024,11,-9e-04,-0.0221,0.2209,1793,1620,1743
"Wilson County, TN","County",47189,149096,"Tennessee","Wilson County","Nashville-Davidson--Murfreesboro--Franklin, TN",2024,11,-7e-04,0.0198,0.3336,1346,1170,1240
"Sonoma County, CA","County",6097,488436,"California","Sonoma County","Santa Rosa-Petaluma, CA",2024,11,-0.004,-0.0235,0.1522,2130,1620,2179
"Wicomico County, MD","County",24045,103815,"Maryland","Wicomico County","Salisbury, MD-DE",2024,11,-0.0025,0.0259,0.4732,1363,967,1323
"Houston County, GA","County",13153,164117,"Georgia","Houston County","Warner Robins, GA",2024,11,-0.0063,0.0156,0.3455,1245,1009,1146
"Henry County, GA","County",13151,240853,"Georgia","Henry County","Atlanta-Sandy Springs-Alpharetta, GA",2024,11,-0.0059,-0.0575,0.2557,1372,1189,1262
"Bibb County, GA","County",13021,156554,"Georgia","Bibb County","Macon-Bibb County, GA",2024,11,-0.0195,-0.0217,0.2713,1126,929,1111
"Clayton County, GA","County",13063,296312,"Georgia","Clayton County","Atlanta-Sandy Springs-Alpharetta, GA",2024,11,-0.0021,-0.0435,0.2805,1240,1035,1180
"Clarke County, GA","County",13059,128864,"Georgia","Clarke County","Athens-Clarke County, GA",2024,11,-0.0093,0.0199,0.3072,1253,1067,1242
"Forsyth County, GA","County",13117,253225,"Georgia","Forsyth County","Atlanta-Sandy Springs-Alpharetta, GA",2024,11,-0.0051,-0.0522,0.2015,1736,1353,1522
"Newton County, GA","County",13217,113298,"Georgia","Newton County","Atlanta-Sandy Springs-Alpharetta, GA",2024,11,-0.0054,-0.0385,0.2658,1382,1148,1166
"Albemarle County, VA","County",51003,112513,"Virginia","Albemarle County","Charlottesville, VA",2024,11,-0.0101,0.0555,0.268,1763,1604,1771
"Alameda County, CA","County",6001,1663823,"California","Alameda County","San Francisco-Oakland-Berkeley, CA",2024,11,-0.0078,-0.025,-0.0583,2278,1957,2413
"Contra Costa County, CA","County",6013,1162648,"California","Contra Costa County","San Francisco-Oakland-Berkeley, CA",2024,11,-0.007,0.0043,0.0522,2403,1997,2354
"Charles County, MD","County",24017,167035,"Maryland","Charles County","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.0087,0.0112,0.2573,2050,1742,1896
"Cherokee County, GA","County",13057,268567,"Georgia","Cherokee County","Atlanta-Sandy Springs-Alpharetta, GA",2024,11,-0.0106,-0.0169,0.2893,1598,1329,1455
"Cobb County, GA","County",13067,765813,"Georgia","Cobb County","Atlanta-Sandy Springs-Alpharetta, GA",2024,11,-0.0112,-0.0189,0.2227,1479,1292,1469
"Douglas County, GA","County",13097,144735,"Georgia","Douglas County","Atlanta-Sandy Springs-Alpharetta, GA",2024,11,-0.0098,-0.0157,0.2632,1369,1192,1336
"Hall County, GA","County",13139,204953,"Georgia","Hall County","Gainesville, GA",2024,11,-0.0101,-0.0663,0.245,1264,1139,1222
"DeKalb County, GA","County",13089,761209,"Georgia","DeKalb County","Atlanta-Sandy Springs-Alpharetta, GA",2024,11,-0.0037,-0.0175,0.1697,1465,1338,1469
"Gwinnett County, GA","County",13135,957977,"Georgia","Gwinnett County","Atlanta-Sandy Springs-Alpharetta, GA",2024,11,-0.004,-0.036,0.2555,1580,1291,1498
"Chatham County, GA","County",13051,296266,"Georgia","Chatham County","Savannah, GA",2024,11,-0.0035,0.0108,0.3831,1506,1288,1449
"Fulton County, GA","County",13121,1061944,"Georgia","Fulton County","Atlanta-Sandy Springs-Alpharetta, GA",2024,11,-0.0114,-0.0372,0.0934,1490,1409,1491
"Baltimore County, MD","County",24005,850737,"Maryland","Baltimore County","Baltimore-Columbia-Towson, MD",2024,11,-0.0036,0.0239,0.2301,1569,1349,1623
"Harford County, MD","County",24025,261059,"Maryland","Harford County","Baltimore-Columbia-Towson, MD",2024,11,-0.0084,0.0098,0.2696,1674,1184,1605
"Bernalillo County, NM","County",35001,674692,"New Mexico","Bernalillo County","Albuquerque, NM",2024,11,-0.0016,0.0224,0.4364,1220,994,1268
"District of Columbia County, DC","County",11001,670587,"District of Columbia","District of Columbia","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.0112,0.0175,0.0437,2188,2163,2220
"Howard County, MD","County",24027,332011,"Maryland","Howard County","Baltimore-Columbia-Towson, MD",2024,11,-0.0101,0.023,0.2392,2138,1876,2123
"Anne Arundel County, MD","County",24003,588109,"Maryland","Anne Arundel County","Baltimore-Columbia-Towson, MD",2024,11,-0.0067,0.0206,0.2331,2116,1735,2072
"Frederick County, MD","County",24021,273829,"Maryland","Frederick County","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.0035,0,0.3328,1774,1428,1684
"Montgomery County, MD","County",24031,1056910,"Maryland","Montgomery County","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.0049,0.0111,0.1563,2064,1832,2084
"Prince George's County, MD","County",24033,957189,"Maryland","Prince George's County","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.0033,0.0256,0.1513,1873,1561,1921
"Gallatin County, MT","County",30031,119685,"Montana","Gallatin County","Bozeman, MT",2024,11,-0.0078,-0.0316,,1470,1020,1406
"Cook County, IL","County",17031,5225367,"Illinois","Cook County","Chicago-Naperville-Elgin, IL-IN-WI",2024,11,-0.0127,0.013,0.148,1628,1460,1648
"Lake County, IL","County",17097,713159,"Illinois","Lake County","Chicago-Naperville-Elgin, IL-IN-WI",2024,11,-0.0116,0.0317,0.2602,1526,1164,1518
"Will County, IL","County",17197,696774,"Illinois","Will County","Chicago-Naperville-Elgin, IL-IN-WI",2024,11,-0.003,0.0096,0.2546,1367,1043,1325
"Broomfield County, CO","County",8014,73946,"Colorado","Broomfield County","Denver-Aurora-Lakewood, CO",2024,11,-0.0246,-0.0179,0.1692,1995,1804,2175
"Campbell County, KY","County",21037,93122,"Kentucky","Campbell County","Cincinnati, OH-KY-IN",2024,11,-0.0075,0.0033,0.2203,1041,813,1120
"Brookhaven, GA","City",1310944,56848,"Georgia","DeKalb County","Atlanta-Sandy Springs-Alpharetta, GA",2024,11,-0.0025,-0.0131,0.1471,1707,1604,1798
"Peachtree Corners, GA","City",1359735,42147,"Georgia","Gwinnett County","Atlanta-Sandy Springs-Alpharetta, GA",2024,11,-4e-04,-0.06,0.2418,1358,1137,1408
